A1234Stranger in a Strange land    12340251025
A2345Moonrise                      33330305050
A3456Orion Among the Stars         33330104995
B2345StarShip Troopers             12340151025
B3456Ring World                    44440101050
B4567Protector                     44440051025
C3456The moon is a harsh mistress  12340101150
D4567Double Star                   12340051025
D5678Midshipman's Hope             55550154995
D6789Fisherman's Hope              55550104995
E1234Prisoner's Hope               55550254995
E2345The Fountains of Paradise     66660051025
F1234The Snow Queen                11110011025
F2345Downbelow Station             22220011025
G1234Startide Rising               77770101025
G2345The Uplift War                77770101025
G3456Cyteen                        22220021025
H1234Hyperion                      88880051025
H2345The Vor Game                  99990101025
H3456Barrayar                      99990101025
H4567Mirror Dance                  99990254995
