1234567FITZPATRICK         07
1234568FITZPATRICK         07
1234577FITZPATRICK         15
1234587FITZPATRICK         15
1234597FITZPATRICK         15
1234667FITZPATRICK         25
1234767FITZPATRICK         25
1234569FITZPATRICK         07
1234577FITZPATRICK         05
1234587FITZPATRICK         05
1234597FITZPATRICK         05
1234667FITZPATRICK         05
1234767FITZPATRICK         05
1234867FITZPATRICK         05
1234567FITZPATRICK         06
1234568FITZPATRICK         06
1234569FITZPATRICK         07
1234867FITZPATRICK         25
1234967FITZPATRICK         17
1235568FITZPATRICK         17
1236569FITZPATRICK         18
1237577FITZPATRICK         20
1238587FITZPATRICK         21
1239597FITZPATRICK         23
1244667FITZPATRICK         10
1254767FITZPATRICK         10
1264867FITZPATRICK         10
1274567FITZPATRICK         12
1284568FITZPATRICK         12
1290000FITZPATRICK         12
1290001FITZPATRICK         13
1290020FITZPATRICK         15
1290030FITZPATRICK         14
1290080FITZPATRICK         07
1290090FITZPATRICK         07
1290100FITZPATRICK         02
1290200NOTFITZPATRICK      02
1290040FITZPATRICK         16
1290050FITZPATRICK         17
1290060FITZPATRICK         18
1290070FITZPATRICK         07
1290300NOTFITZPATRICK      02
1290400NOTFITZPATRICK      02
1290500NOTFITZPATRICK      02
1290600FITZPATRICK         02
1290700FITZPATRICK         10
1290700FITZPATRICK         10
1290800FITZPATRICK         10
1290900FITZPATRICK         12
1300000FITZPATRICK         12
0022222FITZPATRICK         03
0033333FITZPATRICK         03
0044444FITZPATRICK         03
1400000FITZPATRICK         12
1500000FITZPATRICK         13
1600000FITZPATRICK         15
0001111FITZPATRICK         01
0002222NOTFITZPATRICK      01
0066666FITZPATRICK         03
0077777FITZPATRICK         03
0088888FITZPATRICK         03
0003333FITZPATRICK         01
0004444NOTFITZPATRICK      01
0005555FITZPATRICK         01
0006666NOTFITZPATRICK      01
0011111FITZPATRICK         03
0055555FITZPATRICK         03
0099999FITZPATRICK         03
0111111FITZPATRICK         10
0222222FITZPATRICK         10
0333333FITZPATRICK         10
6666666FITZPATRICK         02
6666666FITZPATRICK         02
0444444FITZPATRICK         10
0555555FITZPATRICK         10
0666666FITZPATRICK         10
1111111FITZPATRICK         04
3333333FITZPATRICK         04
4444444FITZPATRICK         04
5555555FITZPATRICK         04
6666666FITZPATRICK         02

